Date, Lights Per Day, PD
1/17/2011,180,4
12/1/2012,63,22
8/29/2012,232,4
2/2/2015,57,19
5/5/2016,110,12
3/15/2017,99,16
11/19/2014,57,18
7/22/2017,184,7
12/6/2015,81,1
11/15/2006,1,4
7/18/2016,266,12
9/3/2015,457,22
2/1/2008,1,4
8/8/2013,23,24
8/29/2011,165,9
2/9/2012,5,21
8/30/2012,21,19
7/12/2016,207,12
3/16/2014,39,18
8/5/2011,108,17
2/7/2012,29,20
5/20/2016,1,nan
12/20/2013,24,16
9/13/2017,36,24
11/4/2011,357,4
2/21/2014,127,4
3/11/2014,96,6
2/14/2006,1,4
8/16/2017,70,1
4/23/2017,1,nan
5/19/2015,34,1
9/9/2017,91,15
6/10/2011,54,1
4/10/2012,41,11
5/28/2014,342,8
2/29/2016,6,0
7/25/2012,7,20
10/14/2015,9,0
4/18/2013,5,1
1/5/2015,66,19
11/16/2011,119,12
5/8/2015,9,0
9/8/2014,343,5
2/23/2011,1,0
4/27/2013,8,3
12/20/2014,15,20
12/13/2016,104,2
8/6/2012,73,3
3/30/2016,1,nan
4/30/2011,37,3
7/5/2013,15,25
8/15/2012,63,15
6/11/2011,78,18
11/4/2010,13,18
3/2/2014,22,1
12/5/2010,1,0
7/13/2015,317,6
9/9/2014,329,16
12/4/2012,28,14
3/11/2015,52,18
8/8/2012,38,19
11/16/2016,32,24
3/5/2013,21,22
8/28/2012,94,11
1/25/2011,226,16
11/15/2010,70,4
2/13/2016,1,nan
2/16/2014,16,24
12/2/2016,155,25
12/31/2005,1,4
3/8/2014,45,12
2/10/2017,1,nan
8/20/2012,67,15
8/24/2012,3,24
6/18/2012,2,20
9/25/2015,540,22
3/17/2011,105,9
3/16/2016,1,31
3/17/2013,23,7
2/22/2014,1,0
10/23/2013,122,8
9/19/2016,1,nan
10/11/2014,44,18
9/11/2014,430,4
9/9/2015,12,0
2/8/2013,25,17
8/15/2017,133,25
4/26/2015,53,17
3/6/2016,75,2
2/12/2017,211,7
11/15/2016,1,nan
3/23/2016,75,17
6/6/2014,27,24
8/23/2014,23,24
11/21/2016,1,nan
12/8/2010,15,1
12/26/2012,21,9
11/25/2014,217,6
9/3/2017,65,5
12/20/2008,1,4
11/12/2014,112,17
5/25/2013,38,8
7/24/2011,118,17
3/28/2012,34,5
7/16/2013,13,1
9/19/2016,164,3
5/15/2017,147,9
9/28/2012,28,1
9/3/2011,7,0
9/7/2011,112,24
1/31/2015,154,11
10/7/2012,38,25
8/1/2014,98,10
6/25/2012,19,12
3/25/2017,39,19
2/7/2015,14,20
4/29/2014,1,nan
6/22/2013,3,19
7/24/2016,426,22
8/13/2010,1,17
2/3/2014,177,8
4/5/2016,166,16
2/11/2017,162,10
10/9/2011,185,9
5/24/2015,112,9
5/12/2014,103,11
3/11/2012,93,14
6/22/2011,74,11
5/23/2017,15,20
11/21/2010,88,4
10/8/2011,64,3
11/7/2016,1,nan
6/5/2012,25,7
8/1/2011,102,24
12/26/2010,32,3
4/10/2011,2,31
11/11/2010,26,5
6/10/2013,64,6
8/14/2011,166,6
11/17/2012,45,16
8/6/2017,67,16
9/23/2014,206,6
12/21/2010,53,9
11/23/2016,263,4
12/9/2010,8,20
7/27/2011,92,1
5/9/2013,12,25
4/17/2013,2,13
3/29/2015,81,12
6/14/2016,25,1
9/27/2014,1,nan
4/13/2007,1,4
2/19/2016,140,11
9/29/2016,137,7
12/26/2014,186,22
10/15/2015,98,19
12/1/2010,39,18
6/11/2017,1,nan
5/19/2017,55,5
12/13/2010,36,10
1/28/2012,157,4
5/13/2014,67,16
7/29/2015,61,18
8/17/2010,1,25
10/26/2011,34,23
8/31/2011,363,8
4/4/2014,35,10
12/12/2014,125,11
2/22/2011,20,20
10/15/2012,35,16
6/3/2017,67,14
3/18/2011,67,24
10/1/2015,1,nan
9/8/2011,74,12
4/15/2013,20,5
9/16/2017,36,24
4/23/2015,7,24
6/14/2015,153,9
11/5/2015,456,16
1/6/2013,16,10
3/21/2015,153,22
5/20/2012,1,23
1/21/2015,127,16
8/26/2012,42,13
11/9/2011,102,13
6/16/2014,139,11
11/20/2012,29,18
1/24/2016,161,16
3/23/2016,1,nan
3/13/2016,43,1
4/7/2016,1,nan
6/2/2013,1,nan
3/22/2014,3,0
3/15/2011,126,6
10/17/2016,36,24
7/6/2017,13,20
10/26/2015,533,8
10/28/2010,13,10
8/14/2016,1,nan
9/3/2014,705,8
2/11/2009,1,4
12/23/2012,17,17
5/25/2016,1,nan
8/18/2010,1,4
7/3/2011,53,23
4/16/2012,70,15
6/5/2017,14,0
9/22/2014,48,24
11/15/2012,37,14
11/27/2009,1,4
7/11/2017,69,12
9/22/2016,1,nan
12/15/2013,53,5
10/9/2016,1,nan
7/23/2015,152,7
7/9/2015,69,2
3/16/2013,24,16
2/11/2016,113,9
12/20/2016,184,7
6/14/2015,183,15
8/24/2011,69,1
5/26/2017,61,12
9/16/2014,336,16
9/29/2016,1,nan
2/28/2012,15,23
12/23/2011,115,12
10/6/2013,107,6
1/21/2010,1,4
2/25/2017,221,11
4/29/2013,10,15
3/19/2014,20,20
9/24/2017,17,0
4/17/2017,98,15
11/15/2011,93,18
7/9/2014,3,0
11/5/2011,105,9
8/13/2012,203,8
12/19/2016,56,1
10/19/2012,25,12
7/2/2005,1,4
6/23/2013,40,8
11/22/2012,26,15
12/13/2015,1,nan
10/9/2012,57,15
2/17/2011,34,7
1/10/2014,4,20
2/14/2017,2,31
4/11/2015,1,nan
5/30/2011,23,21
6/3/2012,54,11
2/28/2014,13,20
6/6/2006,1,4
3/2/2015,59,5
6/9/2013,35,5
8/3/2011,6,0
6/6/2013,1,13
6/12/2014,120,11
5/13/2013,7,2
8/10/2012,144,25
10/22/2011,97,12
9/9/2011,182,6
10/12/2012,63,5
7/19/2016,409,22
7/16/2016,241,25
12/6/2015,1,nan
11/10/2014,218,6
2/25/2016,1,nan
10/16/2012,38,25
2/8/2012,148,22
7/31/2011,139,17
5/27/2012,13,9
8/27/2010,1,25
1/14/2012,64,9
3/1/2013,13,9
9/2/2012,94,22
9/25/2016,1,nan
12/31/2016,46,17
8/26/2017,66,19
2/17/2014,22,1
10/16/2006,1,4
4/14/2015,103,2
9/21/2015,1,nan
9/21/2015,1,nan
8/20/2012,43,18
3/3/2017,1,nan
6/27/2015,307,4
11/24/2012,23,14
8/12/2017,119,7
12/4/2013,32,16
12/7/2015,3,31
2/9/2015,88,14
8/8/2017,238,22
11/12/2013,25,1
11/18/2015,339,4
1/8/2013,10,18
6/13/2017,108,11
1/7/2014,16,11
6/17/2016,28,1
8/30/2015,132,17
5/30/2016,201,6
1/12/2015,189,6
1/3/2014,33,10
9/7/2013,74,22
3/5/2016,125,25
7/12/2016,1,nan
2/24/2017,108,15
2/28/2011,1,31
11/20/2012,138,4
4/21/2015,101,15
4/1/2016,78,2
2/18/2014,89,22
10/24/2016,17,24
11/24/2016,105,2
1/14/2013,10,1
8/17/2016,189,11
12/17/2011,292,22
3/27/2014,206,4
5/23/2011,267,4
5/20/2011,33,20
9/20/2011,101,24
3/15/2012,1,0
6/4/2016,144,25
1/6/2017,111,5
6/20/2011,31,21
12/5/2013,1,nan
10/14/2010,1,19
6/8/2017,17,24
6/30/2011,29,21
7/7/2012,15,18
11/2/2012,128,4
12/3/2013,38,25
7/15/2015,1,nan
6/24/2016,164,25
3/9/2011,165,22
6/4/2012,12,12
1/9/2017,17,0
3/14/2011,104,9
3/13/2011,13,2
11/30/2011,149,14
8/14/2016,22,24
12/27/2012,42,4
2/25/2014,23,11
9/7/2016,1,nan
7/31/2015,233,10
6/27/2016,1,nan
8/12/2016,202,11
6/21/2015,188,7
8/18/2016,131,15
11/27/2014,106,7
7/26/2012,69,11
3/23/2014,102,22
6/10/2017,85,14
1/21/2016,78,2
7/10/2011,197,25
12/9/2011,1,31
2/15/2016,103,9
4/21/2017,102,3
1/23/2015,131,16
11/24/2013,23,17
8/26/2015,85,19
11/28/2013,44,14
8/9/2014,172,7
9/12/2016,300,25
7/20/2017,53,18
5/6/2011,43,3
1/15/2012,3,0
6/18/2011,38,13
2/7/2014,114,6
7/12/2014,23,18
6/3/2011,1,0
6/12/2011,43,23
9/1/2010,1,1
4/29/2015,235,3
12/4/2011,63,1
9/26/2014,151,9
10/4/2014,61,17
4/12/2014,121,6
4/13/2013,13,17
4/23/2011,2,31
7/2/2015,53,18
1/7/2017,1,31
9/20/2012,108,8
12/27/2013,44,5
12/31/2015,271,3
7/28/2013,1,13
12/1/2016,382,22
3/31/2017,1,nan
4/5/2012,76,15
5/23/2013,23,10
5/24/2017,105,15
1/10/2015,79,10
12/4/2006,1,4
10/24/2016,1,nan
4/21/2014,20,1
4/11/2017,11,0
8/29/2017,159,10
11/17/2014,95,10
1/29/2011,13,20
5/17/2008,1,4
10/13/2016,22,24
11/21/2012,29,1
2/18/2013,9,20
8/4/2015,83,17
12/14/2016,185,10
12/9/2012,7,3
8/1/2017,1,31
4/3/2015,216,8
8/18/2011,103,14
5/28/2015,46,18
1/29/2016,220,6
5/24/2013,15,5
9/19/2017,19,0
6/23/2012,1,nan
3/4/2014,3,0
2/5/2013,9,18
7/5/2015,189,11
12/17/2012,53,8
10/14/2015,748,8
1/24/2017,1,nan
3/20/2015,66,15
7/31/2012,16,24
6/22/2014,96,9
9/11/2012,16,12
10/6/2015,514,22
2/15/2017,249,22
5/27/2015,62,19
8/2/2017,1,nan
6/26/2015,162,7
8/26/2014,312,22
8/1/2013,26,25
12/13/2011,88,9
3/30/2016,139,7
6/10/2012,22,7
5/2/2014,130,22
11/23/2013,72,6
6/20/2017,129,15
4/17/2017,52,17
7/10/2017,70,14
6/20/2012,7,24
7/31/2016,463,4
3/21/2016,129,5
4/30/2017,1,nan
5/31/2011,98,17
9/25/2013,41,7
9/4/2011,119,17
11/10/2013,164,22
6/5/2016,1,nan
12/5/2016,244,7
11/24/2011,133,10
10/2/2010,7,10
5/20/2014,42,12
8/20/2007,1,4
5/29/2013,2,13
6/29/2014,59,15
6/14/2015,355,4
12/2/2015,1,nan
12/19/2016,210,4
12/29/2015,1,nan
6/18/2015,200,7
6/16/2015,79,17
5/14/2014,1,0
11/11/2014,295,22
8/22/2012,71,9
7/29/2014,59,18
9/6/2015,154,10
12/7/2011,327,22
7/18/2016,98,17
1/24/2014,35,18
11/28/2014,48,1
2/27/2017,146,4
3/11/2016,1,31
8/8/2013,45,5
8/30/2017,490,8
5/18/2017,1,nan
8/30/2012,135,8
4/2/2016,108,10
9/25/2017,127,16
5/9/2005,1,4
5/14/2014,51,2
3/22/2015,65,19
7/19/2017,106,16
11/4/2014,204,7
10/31/2011,169,11
11/5/2012,67,8
3/3/2014,35,10
4/7/2016,1,nan
12/7/2005,1,4
1/14/2014,5,20
4/3/2004,1,4
9/10/2017,162,10
6/1/2016,41,20
12/12/2012,69,5
12/7/2013,29,18
4/17/2015,265,4
9/19/2010,2,22
1/9/2013,1,20
7/15/2011,59,12
4/1/2014,128,22
12/29/2011,329,16
1/6/2016,145,19
3/14/2015,1,nan
12/5/2015,281,6
12/12/2010,15,12
11/13/2015,86,7
6/13/2013,13,10
12/20/2014,68,15
8/6/2014,69,17
7/29/2014,22,20
8/15/2012,95,16
8/1/2016,350,12
11/4/2010,53,15
10/7/2015,227,7
1/25/2012,54,9
8/5/2016,414,6
4/19/2012,8,1
7/10/2016,47,1
8/16/2013,68,22
7/21/2011,74,14
1/18/2007,1,4
1/12/2011,30,12
7/9/2013,31,11
12/10/2012,56,22
10/18/2012,18,2
10/5/2011,141,10
8/11/2012,203,22
1/4/2012,249,25
2/27/2014,55,16
10/13/2013,17,20
7/30/2015,82,17
2/16/2014,88,7
12/19/2011,6,0
3/8/2017,226,25
11/9/2015,9,0
7/22/2014,113,2
8/29/2014,146,10
12/31/2014,104,17
8/10/2013,35,3
3/3/2015,70,14
2/13/2011,22,24
5/14/2013,21,7
1/3/2017,1,nan
9/12/2017,38,24
3/18/2016,123,5
1/25/2012,70,18
11/23/2006,1,4
4/26/2015,99,12
12/6/2014,99,5
10/8/2010,4,7
9/26/2016,357,22
5/10/2016,425,8
4/1/2017,34,17
11/30/2016,71,19
2/25/2013,9,7
7/12/2012,24,17
6/14/2016,1,nan
9/21/2014,290,4
5/13/2015,1,nan
5/29/2011,2,0
12/21/2013,30,15
3/7/2014,28,11
4/6/2013,27,4
2/5/2017,1,nan
3/17/2014,51,12
12/6/2013,22,19
5/4/2014,147,6
9/29/2017,209,22
1/5/2016,213,7
6/12/2012,13,18
8/2/2012,27,17
7/15/2012,1,0
4/10/2016,162,16
10/1/2010,1,13
10/9/2013,1,nan
5/11/2012,72,22
8/13/2013,27,25
12/9/2015,141,17
5/31/2017,67,5
3/8/2016,1,nan
7/24/2016,139,11
5/22/2012,29,19
5/12/2013,16,10
2/19/2014,124,4
10/9/2011,66,20
7/22/2011,108,7
4/11/2017,1,nan
10/23/2014,50,18
12/29/2016,118,2
9/27/2011,1,31
5/14/2015,70,17
5/28/2017,82,14
1/30/2017,126,5
3/19/2013,7,19
5/11/2016,1,nan
9/6/2012,92,22
10/30/2014,93,10
10/14/2015,14,20
11/22/2007,1,4
2/19/2013,50,16
9/25/2014,235,22
9/22/2016,171,16
9/3/2015,28,24
11/25/2014,58,2
1/10/2017,193,10
4/30/2015,174,7
9/12/2015,1,nan
11/6/2014,350,8
8/29/2015,218,16
9/28/2017,168,25
11/19/2015,79,24
2/20/2016,101,17
7/26/2014,139,25
12/20/2009,1,4
12/1/2011,49,23
8/17/2016,1,nan
9/27/2016,20,20
5/7/2015,22,19
11/26/2013,42,10
8/25/2016,286,25
1/27/2014,26,1
3/15/2013,61,4
4/3/2012,1,23
4/15/2011,126,6
12/20/2016,132,11
8/24/2011,145,5
2/14/2013,25,12
10/30/2015,293,6
1/25/2013,3,3
12/19/2010,28,3
1/10/2014,32,16
4/9/2017,149,10
11/27/2010,35,5
7/20/2014,1,31
12/28/2015,1,nan
3/11/2013,12,14
5/25/2017,31,24
11/4/2013,43,3
2/5/2014,1,0
6/27/2015,1,nan
12/17/2007,1,4
12/2/2012,15,19
11/23/2011,293,25
11/21/2013,59,7
10/8/2012,8,20
4/23/2017,84,16
3/14/2011,47,13
7/19/2012,105,22
11/2/2013,33,25
12/12/2014,35,24
11/18/2011,75,1
2/2/2011,4,21
12/9/2014,25,24
9/19/2013,42,15
5/27/2016,138,7
5/18/2012,33,13
5/30/2013,3,1
3/9/2010,1,4
9/25/2010,1,11
10/25/2015,287,25
4/3/2015,340,4
10/27/2010,6,13
4/14/2012,62,22
7/24/2013,1,13
1/27/2011,223,16
9/14/2015,654,8
4/30/2017,167,4
10/5/2012,83,22
5/17/2015,255,8
8/7/2012,1,nan
8/19/2015,225,9
5/20/2016,107,16
4/7/2014,48,5
6/6/2014,1,nan
8/18/2010,1,25
4/16/2012,71,16
12/31/2011,134,5
11/15/2012,16,19
11/10/2015,222,3
5/16/2016,136,14
3/26/2015,127,11
6/23/2015,33,20
9/2/2011,163,9
6/19/2015,15,24
3/25/2012,168,16
11/24/2016,1,nan
12/19/2014,41,19
4/24/2014,95,7
6/1/2014,106,16
12/30/2015,108,9
5/20/2013,18,22
11/27/2015,142,14
10/17/2010,36,15
9/5/2016,172,2
1/25/2013,1,15
1/16/2011,133,22
9/28/2013,62,12
12/24/2010,111,6
7/12/2013,90,4
11/13/2016,1,nan
11/26/2012,73,5
9/12/2014,7,0
10/31/2016,213,7
11/21/2012,126,4
12/30/2015,69,5
10/17/2010,18,11
5/5/2013,30,6
11/5/2011,90,20
1/29/2012,141,12
9/10/2015,462,22
11/22/2012,6,20
10/25/2014,78,2
9/20/2016,19,24
4/24/2017,113,14
7/8/2012,63,9
4/27/2011,2,0
6/14/2013,12,19
9/2/2014,328,22
8/1/2017,125,25
8/30/2016,14,0
3/18/2016,1,nan
6/7/2015,54,18
9/30/2012,25,2
7/19/2011,338,4
5/5/2014,14,14
4/12/2015,95,12
6/1/2015,1,nan
12/2/2014,127,3
5/16/2017,47,5
1/6/2016,610,8
5/23/2012,6,1
12/19/2012,37,8
11/18/2013,44,25
4/19/2013,10,12
4/13/2016,42,24
1/16/2017,137,16
4/7/2012,1,23
1/1/2011,128,15
9/5/2011,39,23
3/29/2017,68,18
12/4/2015,391,22
12/8/2011,102,13
11/17/2016,140,16
12/22/2012,9,7
10/13/2010,2,13
8/28/2013,117,8
5/12/2008,1,4
6/18/2017,120,25
7/13/2007,1,4
7/27/2010,1,4
2/21/2011,20,20
4/8/2017,1,nan
6/12/2013,1,20
11/24/2016,121,11
11/11/2011,164,10
4/30/2014,1,nan
3/8/2012,64,4
10/11/2014,134,7
4/4/2011,151,6
7/21/2012,84,5
8/7/2015,127,14
12/4/2013,25,11
7/31/2014,47,19
10/12/2016,127,19
9/13/2013,35,24
1/22/2011,21,23
5/13/2012,32,25
12/14/2010,99,6
5/5/2015,98,25
6/6/2017,168,7
2/15/2013,42,10
10/24/2011,504,16
11/22/2015,114,9
2/21/2013,9,2
8/8/2004,1,4
2/28/2011,2,0
5/13/2017,92,14
12/25/2015,53,15
5/24/2016,217,3
7/29/2011,177,6
7/13/2011,80,1
9/26/2015,1,nan
5/2/2011,8,2
6/13/2015,76,2
2/17/2016,127,12
11/27/2012,33,1
9/7/2014,50,18
1/9/2014,16,15
6/4/2016,135,4
12/17/2010,18,12
6/20/2011,98,14
10/28/2013,72,16
1/21/2017,289,22
8/30/2016,445,4
3/9/2015,11,24
9/15/2015,177,15
12/27/2012,19,17
10/17/2012,41,7
8/15/2014,147,3
5/22/2015,257,6
4/26/2014,73,25
10/6/2015,198,14
12/13/2012,13,9
3/2/2006,1,4
10/21/2013,41,2
3/13/2011,1,31
1/16/2016,140,14
4/12/2011,88,10
3/21/2017,439,8
11/17/2015,1,nan
4/30/2013,1,nan
7/15/2015,1,nan
2/21/2012,12,20
10/30/2011,160,7
2/2/2012,27,19
12/8/2015,1,nan
10/27/2016,337,22
5/31/2014,59,2
7/21/2016,186,16
5/19/2016,50,24
7/18/2015,1,nan
6/18/2015,27,20
10/2/2015,110,2
3/23/2014,91,9
1/4/2011,154,22
1/21/2016,2,31
6/1/2016,159,7
4/5/2017,32,19
5/26/2016,39,20
2/23/2014,17,1
9/3/2013,120,8
3/17/2016,96,11
12/6/2014,276,8
12/3/2010,6,2
10/6/2016,83,17
12/5/2016,3,31
4/12/2015,1,nan
2/7/2014,32,25
8/1/2015,57,17
12/19/2015,228,12
7/4/2011,117,17
1/3/2011,189,8
3/27/2011,41,3
4/18/2014,1,nan
7/24/2017,18,0
9/27/2017,107,15
1/14/2016,114,5
4/20/2016,1,nan
3/17/2017,149,4
1/7/2011,97,11
9/29/2017,169,25
10/25/2012,64,9
6/17/2013,51,6
3/16/2015,10,20
12/31/2015,67,24
10/29/2014,3,31
5/26/2013,39,8
7/5/2008,1,4
7/31/2017,92,14
8/20/2016,476,6
9/12/2012,127,5
10/23/2016,77,15
3/20/2013,1,nan
12/24/2013,17,11
12/15/2014,295,8
10/13/2015,154,2
1/25/2016,448,8
8/12/2012,41,17
9/23/2016,180,10
4/4/2012,46,7
2/25/2015,46,1
7/18/2012,16,1
3/21/2013,18,7
4/9/2012,47,7
5/9/2016,188,3
6/13/2017,168,7
9/6/2017,88,18
9/16/2016,1,nan
3/22/2017,59,2
5/16/2017,1,nan
9/5/2014,187,10
3/17/2016,290,22
11/1/2015,293,16
12/30/2012,17,1
11/19/2013,16,24
4/25/2011,169,8
3/7/2012,98,6
7/17/2010,1,5
8/30/2011,154,7
6/28/2017,154,22
10/9/2013,61,7
6/29/2013,7,19
2/17/2015,159,7
1/16/2017,34,20
2/6/2011,92,22
4/23/2016,1,nan
9/20/2013,42,7
7/20/2015,162,9
12/11/2011,88,10
2/22/2012,138,25
10/15/2013,20,15
1/1/2012,332,16
8/22/2017,97,14
9/3/2006,1,4
5/26/2014,85,3
1/24/2013,16,5
7/30/2016,561,22
11/12/2012,28,13
3/17/2015,201,16
1/16/2013,11,14
10/15/2014,1,nan
5/2/2014,54,9
4/11/2016,87,19
6/10/2016,85,2
12/11/2015,10,0
8/31/2010,1,1
3/10/2016,189,3
7/3/2012,54,8
4/11/2012,107,25
1/28/2006,1,4
3/10/2011,11,2
6/23/2010,1,4
2/15/2012,127,11
1/9/2013,7,24
6/28/2012,54,5
9/4/2011,143,10
7/14/2011,123,24
7/7/2013,10,2
11/24/2011,41,21
5/16/2015,112,16
1/25/2014,37,12
11/10/2016,141,3
4/27/2012,2,3
10/14/2011,394,4
11/9/2015,1,nan
2/13/2013,23,25
5/7/2011,65,24
2/1/2014,50,12
1/23/2012,313,16
10/8/2016,210,9
5/29/2014,56,10
9/30/2017,127,9
11/12/2010,37,7
9/5/2015,102,2
7/22/2011,6,0
6/16/2015,87,14
1/18/2014,6,20
1/26/2011,2,0
9/25/2016,341,22
4/14/2013,13,12
6/23/2016,110,11
1/13/2017,1,nan
7/1/2012,69,22
1/16/2015,3,0
7/3/2014,266,6
1/20/2011,30,13
10/24/2016,185,11
1/30/2011,66,6
4/12/2012,27,24
9/13/2016,137,11
6/21/2016,186,9
3/22/2015,74,14
10/12/2014,336,8
12/27/2014,3,31
3/22/2017,143,11
4/10/2014,60,3
10/31/2011,384,22
4/14/2011,90,10
9/16/2015,497,22
1/23/2013,34,8
9/22/2015,174,5
3/2/2017,112,11
4/24/2017,119,12
4/6/2011,82,24
4/26/2005,1,4
1/26/2013,3,25
9/30/2016,1,nan
3/7/2011,2,0
11/12/2015,326,6
10/11/2009,1,4
8/1/2013,53,11
6/25/2014,20,18
9/23/2010,2,6
3/25/2013,1,nan
9/19/2011,149,17
9/28/2014,8,0
6/10/2014,44,24
10/28/2015,1,nan
7/9/2013,30,17
3/19/2013,19,14
12/15/2008,1,4
6/16/2012,23,7
11/4/2015,75,19
9/28/2015,1,nan
4/18/2015,34,19
4/4/2016,282,22
12/16/2014,31,19
6/9/2012,18,16
9/13/2012,61,10
1/24/2017,1,nan
1/28/2011,24,3
7/23/2015,1,nan
3/16/2011,36,18
12/29/2013,19,11
4/14/2017,137,12
12/4/2015,143,17
11/8/2016,167,14
8/17/2015,36,20
1/18/2012,105,15
9/25/2012,113,11
11/17/2010,8,17
9/7/2010,2,5
5/10/2015,123,25
5/16/2014,22,24
12/31/2014,100,14
10/24/2012,12,24
5/2/2015,126,11
8/26/2011,51,20
11/16/2013,29,17
8/31/2014,90,2
10/4/2012,35,13
4/18/2016,197,4
11/27/2013,35,19
7/6/2016,1,nan
9/4/2016,154,15
4/3/2014,1,nan
2/5/2017,1,nan
12/23/2012,25,6
1/7/2015,123,25
5/10/2016,47,19
2/25/2013,13,24
7/12/2012,12,12
8/26/2017,150,6
9/6/2016,288,12
7/11/2012,35,13
4/15/2014,320,8
1/19/2016,279,6
7/4/2012,22,13
3/9/2017,211,9
11/9/2010,20,18
10/19/2016,222,10
3/28/2011,93,14
2/27/2011,48,10
4/30/2015,10,0
3/8/2011,39,18
8/21/2013,30,10
1/26/2017,88,15
8/21/2015,45,24
9/30/2011,7,0
7/8/2016,133,14
12/21/2014,7,0
5/11/2012,35,13
11/28/2010,16,3
5/29/2012,60,11
7/3/2015,1,nan
1/9/2013,13,14
5/17/2013,11,24
2/17/2017,83,17
1/20/2014,19,14
1/19/2017,240,12
11/8/2015,1,nan
12/27/2010,32,3
5/12/2012,33,13
12/7/2015,83,15
1/30/2017,24,24
12/12/2011,102,12
9/6/2012,41,13
8/4/2013,92,8
2/7/2013,26,16
1/20/2009,1,4
5/8/2014,130,6
4/14/2017,46,17
7/6/2014,26,20
12/11/2016,241,12
9/1/2011,63,13
4/5/2011,80,7
10/25/2016,1,nan
3/9/2014,14,20
10/30/2011,83,3
11/19/2012,47,16
11/6/2014,41,19
8/30/2013,31,3
4/7/2011,55,12
6/26/2015,1,31
9/27/2015,9,0
9/3/2012,132,8
3/28/2013,1,nan
12/25/2013,29,10
8/23/2012,32,19
1/18/2016,139,9
8/27/2017,1,nan
4/17/2016,181,16
9/24/2014,248,5
12/17/2015,1,nan
8/11/2013,36,3
7/18/2013,29,7
1/28/2017,161,25
1/22/2012,27,20
3/13/2009,1,4
7/12/2010,1,1
6/8/2013,49,6
1/28/2012,109,15
3/30/2017,8,20
2/18/2017,116,14
9/19/2016,69,19
6/22/2017,207,10
11/21/2011,145,14
9/18/2012,60,14
5/14/2017,70,16
9/21/2015,200,12
7/16/2011,355,4
10/19/2014,80,19
10/16/2014,230,25
1/1/2014,22,18
4/3/2017,125,4
9/8/2016,1,nan
5/17/2011,102,8
12/12/2015,1,nan
12/22/2016,167,10
1/5/2012,270,4
10/10/2011,125,14
11/2/2013,84,6
1/4/2017,201,10
2/28/2011,116,4
2/2/2011,55,8
8/14/2014,92,10
12/9/2014,153,3
4/24/2012,34,10
10/27/2011,38,23
8/10/2016,24,20
4/17/2016,239,6
8/21/2012,36,1
2/10/2015,83,12
9/14/2014,113,15
5/31/2012,52,4
8/19/2015,61,18
2/28/2016,112,2
12/15/2015,184,10
5/24/2016,92,15
7/17/2011,96,7
7/6/2016,104,16
11/30/2012,14,24
8/18/2012,137,6
12/12/2015,102,9
7/6/2011,115,7
3/28/2014,9,17
8/25/2015,102,19
9/26/2017,171,9
10/4/2010,8,6
11/29/2010,6,2
1/2/2014,105,4
2/14/2016,222,3
6/11/2015,170,9
9/30/2014,387,4
2/2/2017,548,8
6/1/2013,26,11
6/21/2014,18,1
6/8/2012,18,10
12/20/2016,170,14
7/5/2017,124,11
5/14/2012,43,16
1/27/2015,47,15
8/24/2011,136,10
8/11/2015,149,2
9/20/2014,42,24
1/13/2012,276,22
9/28/2013,44,17
2/28/2012,83,14
12/24/2010,82,25
7/11/2014,16,1
10/20/2014,32,1
10/15/2011,106,24
10/30/2015,36,11
9/12/2016,138,18
10/26/2013,17,20
11/23/2015,341,4
7/4/2016,164,12
1/15/2015,5,0
12/19/2016,327,22
7/27/2015,5,20
3/26/2013,13,9
1/19/2014,64,9
1/14/2015,135,5
4/16/2016,96,10
4/14/2016,8,0
10/2/2011,79,1
6/28/2016,438,8
7/1/2014,84,2
7/17/2016,156,3
4/11/2015,94,9
5/2/2016,39,1
6/11/2016,105,16
9/3/2016,107,19
8/13/2015,68,18
11/30/2014,94,9
11/7/2013,21,14
1/19/2011,32,12
5/26/2012,63,8
5/5/2012,25,13
6/26/2016,52,1
5/18/2014,143,4
10/23/2010,43,15
10/19/2010,11,6
8/8/2017,1,nan
10/2/2013,144,22
5/29/2016,138,14
1/18/2017,232,6
8/4/2012,2,0
3/3/2016,171,10
11/18/2013,43,2
10/11/2013,32,14
3/9/2012,86,12
11/10/2010,7,12
10/11/2012,38,25
4/22/2014,79,9
7/20/2014,22,1
5/27/2014,33,19
4/24/2017,160,7
10/11/2016,236,3
2/21/2015,159,6
2/13/2014,30,10
2/8/2012,161,25
9/12/2015,2,31
6/11/2005,1,4
9/30/2016,173,12
12/6/2015,1,nan
9/27/2017,602,8
6/18/2017,136,4
8/16/2011,181,9
6/15/2015,203,7
12/16/2015,177,7
7/15/2014,32,18
2/28/2013,7,1
11/11/2015,8,0
5/2/2013,19,10
9/26/2012,52,9
1/30/2012,15,21
3/31/2012,5,20
2/22/2016,51,1
11/18/2015,164,15
5/13/2012,52,4
12/11/2010,104,15
5/26/2017,1,nan
2/11/2015,1,nan
1/20/2012,68,24
8/20/2014,25,24
11/23/2014,172,3
8/30/2015,29,24
1/26/2017,201,3
4/18/2011,134,17
8/22/2013,26,2
8/10/2017,107,7
1/10/2012,234,8
11/21/2012,44,7
7/28/2017,100,15
1/22/2013,15,11
1/14/2011,206,16
8/4/2010,1,4
3/25/2011,42,21
1/6/2017,1,nan
7/29/2017,27,24
7/20/2011,250,22
2/5/2015,10,24
11/22/2016,153,9
